Human-Readable Term,Reduction Steps,Normal Form,Normal Form Size
S(K(SSK(KS))),1,S(K(S(KS)(K(KS)))),8
SK(SSK(KK)),1,SK(S(KK)(K(KK))),8
S(K(SSK(KK))),1,S(K(S(KK)(K(KK)))),8
K(S(SSS)SS),3,K(S(SS)(SS(SS))),8
K(SSSS(SS)),2,K(S(SS)(SS(SS))),8
K(SS(SS)(SS)),1,K(S(SS)(SS(SS))),8
K(S(S(SS)SS)),2,K(S(S(SS)(S(SS)))),8
K(S(SSS(SS))),1,K(S(S(SS)(S(SS)))),8
K(SSSS(SK)),2,K(S(SK)(SS(SK))),8
K(SS(SS)(SK)),1,K(S(SK)(SS(SK))),8
K(S(S(SS)SK)),2,K(S(S(SK)(K(SK)))),8
K(S(SSS(SK))),1,K(S(S(SK)(S(SK)))),8
K(S(SSS)KS),3,K(S(KS)(SS(KS))),8
K(SSSS(KS)),2,K(S(KS)(SS(KS))),8
K(SS(SS)(KS)),1,K(S(KS)(SS(KS))),8
K(S(S(SS)KS)),2,K(S(S(KS)(S(KS)))),8
K(S(SSS(KS))),1,K(S(S(KS)(S(KS)))),8
K(SSSS(KK)),2,K(S(KK)(SS(KK))),8
K(SS(SS)(KK)),1,K(S(KK)(SS(KK))),8
K(S(S(SS)KK)),2,K(S(S(KK)(K(KK)))),8
K(S(SSS(KK))),1,K(S(S(KK)(S(KK)))),8
K(SS(SK)(SS)),1,K(S(SS)(SK(SS))),8
K(S(SSK(SS))),1,K(S(S(SS)(K(SS)))),8
K(SS(SK)(SK)),1,K(S(SK)(SK(SK))),8
K(S(SSK(SK))),1,K(S(S(SK)(K(SK)))),8
K(SS(SK)(KS)),1,K(S(KS)(SK(KS))),8
K(S(SSK(KS))),1,K(S(S(KS)(K(KS)))),8
K(SS(SK)(KK)),1,K(S(KK)(SK(KK))),8
K(S(SSK(KK))),1,K(S(S(KK)(K(KK)))),8
K(K(S(SS)SS)),2,K(K(S(SS)(S(SS)))),8
K(K(SSS(SS))),1,K(K(S(SS)(S(SS)))),8
K(K(S(SS)SK)),2,K(K(S(SK)(K(SK)))),8
K(K(SSS(SK))),1,K(K(S(SK)(S(SK)))),8
K(K(S(SS)KS)),2,K(K(S(KS)(S(KS)))),8
K(K(SSS(KS))),1,K(K(S(KS)(S(KS)))),8
K(K(S(SS)KK)),2,K(K(S(KK)(K(KK)))),8
K(K(SSS(KK))),1,K(K(S(KK)(S(KK)))),8
K(K(SSK(SS))),1,K(K(S(SS)(K(SS)))),8
K(K(SSK(SK))),1,K(K(S(SK)(K(SK)))),8
K(K(SSK(KS))),1,K(K(S(KS)(K(KS)))),8
K(K(SSK(KK))),1,K(K(S(KK)(K(KK)))),8
SSSSSSS,6,SS(SS(SSS)),7
SS(SS)SSS,5,SS(SS(SSS)),7
SS(SSS)SS,4,SS(SS(SSS)),7
SS(SSSS)S,3,SS(SS(SSS)),7
SS(SS(SS))S,2,SS(SS(SSS)),7
SS(S(SSS))S,1,SS(S(SSS)S),7
SS(S(S(SS)))S,1,SS(S(S(SS))S),7
S(SSSSS)S,2,S(SS(SSS))S,7
S(SS(SS)S)S,1,S(SS(SSS))S,7
S(S(SSS)S)S,0,S(S(SSS)S)S,7
S(S(S(SS))S)S,0,S(S(S(SS))S)S,7
S(S(SS)(SS))S,0,S(S(SS)(SS))S,7
S(SS(SSS))S,0,S(SS(SSS))S,7
S(SS(S(SS)))S,0,S(SS(S(SS)))S,7
S(S(SSSS))S,1,S(S(SS(SS)))S,7
S(S(S(SS)S))S,0,S(S(S(SS)S))S,7
S(S(SS(SS)))S,0,S(S(SS(SS)))S,7
S(S(S(SSS)))S,0,S(S(S(SSS)))S,7
S(S(S(S(SS))))S,0,S(S(S(S(SS))))S,7
S(SSSS)(SS),1,S(SS(SS))(SS),7
S(S(SS)S)(SS),0,S(S(SS)S)(SS),7
S(SS(SS))(SS),0,S(SS(SS))(SS),7
S(S(SSS))(SS),0,S(S(SSS))(SS),7
S(S(S(SS)))(SS),0,S(S(S(SS)))(SS),7
S(SSS)(SSS),0,S(SSS)(SSS),7
S(SSS)(S(SS)),0,S(SSS)(S(SS)),7
S(S(SS))(SSS),0,S(S(SS))(SSS),7
S(S(SS))(S(SS)),0,S(S(SS))(S(SS)),7
S(SS)(SSSS),1,S(SS)(SS(SS)),7
S(SS)(S(SS)S),0,S(SS)(S(SS)S),7
S(SS)(SS(SS)),0,S(SS)(SS(SS)),7
S(SS)(S(SSS)),0,S(SS)(S(SSS)),7
S(SS)(S(S(SS))),0,S(SS)(S(S(SS))),7
SS(SSSSS),2,SS(SS(SSS)),7
SS(SS(SS)S),1,SS(SS(SSS)),7
SS(S(SSS)S),0,SS(S(SSS)S),7
SS(S(S(SS))S),0,SS(S(S(SS))S),7
SS(S(SS)(SS)),0,SS(S(SS)(SS)),7
SS(SS(SSS)),0,SS(SS(SSS)),7
SS(SS(S(SS))),0,SS(SS(S(SS))),7
SS(S(SSSS)),1,SS(S(SS(SS))),7
SS(S(S(SS)S)),0,SS(S(S(SS)S)),7
SS(S(SS(SS))),0,SS(S(SS(SS))),7
SS(S(S(SSS))),0,SS(S(S(SSS))),7
SS(S(S(S(SS)))),0,SS(S(S(S(SS)))),7
S(SSSSSS),4,S(SS(SS(SS))),7
S(SS(SS)SS),3,S(SS(SS(SS))),7
S(SS(SSS)S),2,S(SS(SS(SS))),7
S(SS(S(SS))S),1,S(SS(S(SS)S)),7
S(S(SSSS)S),1,S(S(SS(SS))S),7
S(S(S(SS)S)S),0,S(S(S(SS)S)S),7
S(S(SS(SS))S),0,S(S(SS(SS))S),7
S(S(S(SSS))S),0,S(S(S(SSS))S),7
S(S(S(S(SS)))S),0,S(S(S(S(SS)))S),7
S(S(SSS)(SS)),0,S(S(SSS)(SS)),7
S(S(S(SS))(SS)),0,S(S(S(SS))(SS)),7
S(S(SS)(SSS)),0,S(S(SS)(SSS)),7
S(S(SS)(S(SS))),0,S(S(SS)(S(SS))),7
S(SS(SSSS)),1,S(SS(SS(SS))),7
S(SS(S(SS)S)),0,S(SS(S(SS)S)),7
S(SS(SS(SS))),0,S(SS(SS(SS))),7
S(SS(S(SSS))),0,S(SS(S(SSS))),7
S(SS(S(S(SS)))),0,S(SS(S(S(SS)))),7
S(S(SSSSS)),2,S(S(SS(SSS))),7
S(S(SS(SS)S)),1,S(S(SS(SSS))),7
S(S(S(SSS)S)),0,S(S(S(SSS)S)),7
S(S(S(S(SS))S)),0,S(S(S(S(SS))S)),7
S(S(S(SS)(SS))),0,S(S(S(SS)(SS))),7
S(S(SS(SSS))),0,S(S(SS(SSS))),7
S(S(SS(S(SS)))),0,S(S(SS(S(SS)))),7
S(S(S(SSSS))),1,S(S(S(SS(SS)))),7
S(S(S(S(SS)S))),0,S(S(S(S(SS)S))),7
S(S(S(SS(SS)))),0,S(S(S(SS(SS)))),7
S(S(S(S(SSS)))),0,S(S(S(S(SSS)))),7
S(S(S(S(S(SS))))),0,S(S(S(S(S(SS))))),7
SSSSSSK,6,SK(SK(SSK)),7
SS(SS)SSK,5,SK(SK(SSK)),7
SS(SSS)SK,4,SK(SK(SSK)),7
SS(SSSS)K,3,SK(SK(SSK)),7
SS(SS(SS))K,2,SK(SK(SSK)),7
SS(S(SSS))K,1,SK(S(SSS)K),7
SS(S(S(SS)))K,1,SK(S(S(SS))K),7
S(SSSSS)K,2,S(SS(SSS))K,7
S(SS(SS)S)K,1,S(SS(SSS))K,7
S(S(SSS)S)K,0,S(S(SSS)S)K,7
S(S(S(SS))S)K,0,S(S(S(SS))S)K,7
S(S(SS)(SS))K,0,S(S(SS)(SS))K,7
S(SS(SSS))K,0,S(SS(SSS))K,7
S(SS(S(SS)))K,0,S(SS(S(SS)))K,7
S(S(SSSS))K,1,S(S(SS(SS)))K,7
S(S(S(SS)S))K,0,S(S(S(SS)S))K,7
S(S(SS(SS)))K,0,S(S(SS(SS)))K,7
S(S(S(SSS)))K,0,S(S(S(SSS)))K,7
S(S(S(S(SS))))K,0,S(S(S(S(SS))))K,7
S(SSSS)(SK),1,S(SS(SS))(SK),7
S(S(SS)S)(SK),0,S(S(SS)S)(SK),7
S(SS(SS))(SK),0,S(SS(SS))(SK),7
S(S(SSS))(SK),0,S(S(SSS))(SK),7
S(S(S(SS)))(SK),0,S(S(S(SS)))(SK),7
S(SSS)(SSK),0,S(SSS)(SSK),7
S(SSS)(S(SK)),0,S(SSS)(S(SK)),7
S(S(SS))(SSK),0,S(S(SS))(SSK),7
S(S(SS))(S(SK)),0,S(S(SS))(S(SK)),7
S(SS)(SSSK),1,S(SS)(SK(SK)),7
S(SS)(S(SS)K),0,S(SS)(S(SS)K),7
S(SS)(SS(SK)),0,S(SS)(SS(SK)),7
S(SS)(S(SSK)),0,S(SS)(S(SSK)),7
S(SS)(S(S(SK))),0,S(SS)(S(S(SK))),7
SS(SSSSK),2,SS(SK(SSK)),7
SS(SS(SS)K),1,SS(SK(SSK)),7
SS(S(SSS)K),0,SS(S(SSS)K),7
SS(S(S(SS))K),0,SS(S(S(SS))K),7
SS(S(SS)(SK)),0,SS(S(SS)(SK)),7
SS(SS(SSK)),0,SS(SS(SSK)),7
SS(SS(S(SK))),0,SS(SS(S(SK))),7
SS(S(SSSK)),1,SS(S(SK(SK))),7
SS(S(S(SS)K)),0,SS(S(S(SS)K)),7
SS(S(SS(SK))),0,SS(S(SS(SK))),7
SS(S(S(SSK))),0,SS(S(S(SSK))),7
SS(S(S(S(SK)))),0,SS(S(S(S(SK)))),7
S(SSSSSK),4,S(SK(SK(SK))),7
S(SS(SS)SK),3,S(SK(SK(SK))),7
S(SS(SSS)K),2,S(SK(SK(SK))),7
S(SS(S(SS))K),1,S(SK(S(SS)K)),7
S(S(SSSS)K),1,S(S(SS(SS))K),7
S(S(S(SS)S)K),0,S(S(S(SS)S)K),7
S(S(SS(SS))K),0,S(S(SS(SS))K),7
S(S(S(SSS))K),0,S(S(S(SSS))K),7
S(S(S(S(SS)))K),0,S(S(S(S(SS)))K),7
S(S(SSS)(SK)),0,S(S(SSS)(SK)),7
S(S(S(SS))(SK)),0,S(S(S(SS))(SK)),7
S(S(SS)(SSK)),0,S(S(SS)(SSK)),7
S(S(SS)(S(SK))),0,S(S(SS)(S(SK))),7
S(SS(SSSK)),1,S(SS(SK(SK))),7
S(SS(S(SS)K)),0,S(SS(S(SS)K)),7
S(SS(SS(SK))),0,S(SS(SS(SK))),7
S(SS(S(SSK))),0,S(SS(S(SSK))),7
S(SS(S(S(SK)))),0,S(SS(S(S(SK)))),7
S(S(SSSSK)),2,S(S(SK(SSK))),7
S(S(SS(SS)K)),1,S(S(SK(SSK))),7
S(S(S(SSS)K)),0,S(S(S(SSS)K)),7
S(S(S(S(SS))K)),0,S(S(S(S(SS))K)),7
S(S(S(SS)(SK))),0,S(S(S(SS)(SK))),7
S(S(SS(SSK))),0,S(S(SS(SSK))),7
S(S(SS(S(SK)))),0,S(S(SS(S(SK)))),7
S(S(S(SSSK))),1,S(S(S(SK(SK)))),7
S(S(S(S(SS)K))),0,S(S(S(S(SS)K))),7
S(S(S(SS(SK)))),0,S(S(S(SS(SK)))),7
S(S(S(S(SSK)))),0,S(S(S(S(SSK)))),7
S(S(S(S(S(SK))))),0,S(S(S(S(S(SK))))),7
S(S(SS)S)KS,6,S(S(SS)(KS))S,7
S(S(SSS))KS,5,S(S(KS)(S(KS))),7
SSS(SSK)S,5,S(S(SSK)S)S,7
SS(SS(SK))S,2,SS(SS(SKS)),7
SS(S(SSK))S,1,SS(S(SSK)S),7
SS(S(S(SK)))S,1,SS(S(S(SK))S),7
S(SSSSK)S,2,S(SK(SSK))S,7
S(SS(SS)K)S,1,S(SK(SSK))S,7
S(S(SSS)K)S,0,S(S(SSS)K)S,7
S(S(S(SS))K)S,0,S(S(S(SS))K)S,7
S(S(SS)(SK))S,0,S(S(SS)(SK))S,7
S(SS(SSK))S,0,S(SS(SSK))S,7
S(SS(S(SK)))S,0,S(SS(S(SK)))S,7
S(S(SSSK))S,1,S(S(SK(SK)))S,7
S(S(S(SS)K))S,0,S(S(S(SS)K))S,7
S(S(SS(SK)))S,0,S(S(SS(SK)))S,7
S(S(S(SSK)))S,0,S(S(S(SSK)))S,7
S(S(S(S(SK))))S,0,S(S(S(S(SK))))S,7
S(SS)SS(KS),5,S(S(SS)(KS))S,7
S(SSS)S(KS),4,S(S(KS)(S(KS))),7
SSS(SS)(KS),4,S(S(SS)(KS))S,7
S(SSSS)(KS),1,S(SS(SS))(KS),7
S(S(SS)S)(KS),0,S(S(SS)S)(KS),7
S(SS(SS))(KS),0,S(SS(SS))(KS),7
S(S(SSS))(KS),0,S(S(SSS))(KS),7
S(S(S(SS)))(KS),0,S(S(S(SS)))(KS),7
S(SSS)(SKS),0,S(SSS)(SKS),7
S(SSS)(S(KS)),0,S(SSS)(S(KS)),7
S(S(SS))(SKS),0,S(S(SS))(SKS),7
S(S(SS))(S(KS)),0,S(S(SS))(S(KS)),7
S(SS)(SSKS),1,S(SS)(SS(KS)),7
S(SS)(S(SK)S),0,S(SS)(S(SK)S),7
S(SS)(SS(KS)),0,S(SS)(SS(KS)),7
S(SS)(S(SKS)),0,S(SS)(S(SKS)),7
S(SS)(S(S(KS))),0,S(SS)(S(S(KS))),7
SS(SS(SK)S),1,SS(SS(SKS)),7
SS(S(SSK)S),0,SS(S(SSK)S),7
SS(S(S(SK))S),0,SS(S(S(SK))S),7
SS(S(SS)(KS)),0,SS(S(SS)(KS)),7
SS(SS(SKS)),0,SS(SS(SKS)),7
SS(SS(S(KS))),0,SS(SS(S(KS))),7
SS(S(SSKS)),1,SS(S(SS(KS))),7
SS(S(S(SK)S)),0,SS(S(S(SK)S)),7
SS(S(SS(KS))),0,SS(S(SS(KS))),7
SS(S(S(SKS))),0,SS(S(S(SKS))),7
SS(S(S(S(KS)))),0,SS(S(S(S(KS)))),7
S(SS(SSK)S),2,S(SS(SS(KS))),7
S(SS(S(SK))S),1,S(SS(S(SK)S)),7
S(S(SSSK)S),1,S(S(SK(SK))S),7
S(S(S(SS)K)S),0,S(S(S(SS)K)S),7
S(S(SS(SK))S),0,S(S(SS(SK))S),7
S(S(S(SSK))S),0,S(S(S(SSK))S),7
S(S(S(S(SK)))S),0,S(S(S(S(SK)))S),7
S(S(SSS)(KS)),0,S(S(SSS)(KS)),7
S(S(S(SS))(KS)),0,S(S(S(SS))(KS)),7
S(S(SS)(SKS)),0,S(S(SS)(SKS)),7
S(S(SS)(S(KS))),0,S(S(SS)(S(KS))),7
S(SS(SSKS)),1,S(SS(SS(KS))),7
S(SS(S(SK)S)),0,S(SS(S(SK)S)),7
S(SS(SS(KS))),0,S(SS(SS(KS))),7
S(SS(S(SKS))),0,S(SS(S(SKS))),7
S(SS(S(S(KS)))),0,S(SS(S(S(KS)))),7
S(S(SS(SK)S)),1,S(S(SS(SKS))),7
S(S(S(SSK)S)),0,S(S(S(SSK)S)),7
S(S(S(S(SK))S)),0,S(S(S(S(SK))S)),7
S(S(S(SS)(KS))),0,S(S(S(SS)(KS))),7
S(S(SS(SKS))),0,S(S(SS(SKS))),7
S(S(SS(S(KS)))),0,S(S(SS(S(KS)))),7
S(S(S(SSKS))),1,S(S(S(SS(KS)))),7
S(S(S(S(SK)S))),0,S(S(S(S(SK)S))),7
S(S(S(SS(KS)))),0,S(S(S(SS(KS)))),7
S(S(S(S(SKS)))),0,S(S(S(S(SKS)))),7
S(S(S(S(S(KS))))),0,S(S(S(S(S(KS))))),7
S(S(SSS))KK,5,K(S(KK)(K(KK))),7
SS(SS(SK))K,2,SK(SK(SKK)),7
SS(S(SSK))K,1,SK(S(SSK)K),7
SS(S(S(SK)))K,1,SK(S(S(SK))K),7
S(SSSSK)K,2,S(SK(SSK))K,7
S(SS(SS)K)K,1,S(SK(SSK))K,7
S(S(SSS)K)K,0,S(S(SSS)K)K,7
S(S(S(SS))K)K,0,S(S(S(SS))K)K,7
S(S(SS)(SK))K,0,S(S(SS)(SK))K,7
S(SS(SSK))K,0,S(SS(SSK))K,7
S(SS(S(SK)))K,0,S(SS(S(SK)))K,7
S(S(SSSK))K,1,S(S(SK(SK)))K,7
S(S(S(SS)K))K,0,S(S(S(SS)K))K,7
S(S(SS(SK)))K,0,S(S(SS(SK)))K,7
S(S(S(SSK)))K,0,S(S(S(SSK)))K,7
S(S(S(S(SK))))K,0,S(S(S(S(SK))))K,7
S(SS)SS(KK),5,S(S(SS)(KK))K,7
S(SSS)S(KK),4,K(S(KK)(S(KK))),7
SSS(SS)(KK),4,S(S(SS)(KK))K,7
S(SSSS)(KK),1,S(SS(SS))(KK),7
S(S(SS)S)(KK),0,S(S(SS)S)(KK),7
S(SS(SS))(KK),0,S(SS(SS))(KK),7
S(S(SSS))(KK),0,S(S(SSS))(KK),7
S(S(S(SS)))(KK),0,S(S(S(SS)))(KK),7
S(SSS)(SKK),0,S(SSS)(SKK),7
S(SSS)(S(KK)),0,S(SSS)(S(KK)),7
S(S(SS))(SKK),0,S(S(SS))(SKK),7
S(S(SS))(S(KK)),0,S(S(SS))(S(KK)),7
S(SS)(SSKK),1,S(SS)(SK(KK)),7
S(SS)(S(SK)K),0,S(SS)(S(SK)K),7
S(SS)(SS(KK)),0,S(SS)(SS(KK)),7
S(SS)(S(SKK)),0,S(SS)(S(SKK)),7
S(SS)(S(S(KK))),0,S(SS)(S(S(KK))),7
SS(SS(SK)K),1,SS(SK(SKK)),7
SS(S(SSK)K),0,SS(S(SSK)K),7
SS(S(S(SK))K),0,SS(S(S(SK))K),7
SS(S(SS)(KK)),0,SS(S(SS)(KK)),7
SS(SS(SKK)),0,SS(SS(SKK)),7
SS(SS(S(KK))),0,SS(SS(S(KK))),7
SS(S(SSKK)),1,SS(S(SK(KK))),7
SS(S(S(SK)K)),0,SS(S(S(SK)K)),7
SS(S(SS(KK))),0,SS(S(SS(KK))),7
SS(S(S(SKK))),0,SS(S(S(SKK))),7
SS(S(S(S(KK)))),0,SS(S(S(S(KK)))),7
S(SS(SSK)K),2,S(SK(SK(KK))),7
S(SS(S(SK))K),1,S(SK(S(SK)K)),7
S(S(SSSK)K),1,S(S(SK(SK))K),7
S(S(S(SS)K)K),0,S(S(S(SS)K)K),7
S(S(SS(SK))K),0,S(S(SS(SK))K),7
S(S(S(SSK))K),0,S(S(S(SSK))K),7
S(S(S(S(SK)))K),0,S(S(S(S(SK)))K),7
S(S(SSS)(KK)),0,S(S(SSS)(KK)),7
S(S(S(SS))(KK)),0,S(S(S(SS))(KK)),7
S(S(SS)(SKK)),0,S(S(SS)(SKK)),7
S(S(SS)(S(KK))),0,S(S(SS)(S(KK))),7
S(SS(SSKK)),1,S(SS(SK(KK))),7
S(SS(S(SK)K)),0,S(SS(S(SK)K)),7
S(SS(SS(KK))),0,S(SS(SS(KK))),7
S(SS(S(SKK))),0,S(SS(S(SKK))),7
S(SS(S(S(KK)))),0,S(SS(S(S(KK)))),7
S(S(SS(SK)K)),1,S(S(SK(SKK))),7
S(S(S(SSK)K)),0,S(S(S(SSK)K)),7
S(S(S(S(SK))K)),0,S(S(S(S(SK))K)),7
S(S(S(SS)(KK))),0,S(S(S(SS)(KK))),7
S(S(SS(SKK))),0,S(S(SS(SKK))),7
S(S(SS(S(KK)))),0,S(S(SS(S(KK)))),7
S(S(S(SSKK))),1,S(S(S(SK(KK)))),7
S(S(S(S(SK)K))),0,S(S(S(S(SK)K))),7
S(S(S(SS(KK)))),0,S(S(S(SS(KK)))),7
S(S(S(S(SKK)))),0,S(S(S(S(SKK)))),7
S(S(S(S(S(KK))))),0,S(S(S(S(S(KK))))),7
SSS(S(KS))S,4,S(S(S(S(KS))S)),7
SS(S(SKS))S,1,SS(S(SKS)S),7
SS(S(S(KS)))S,1,SS(S(S(KS))S),7
S(SS(SK)S)S,1,S(SS(SKS))S,7
S(S(SSK)S)S,0,S(S(SSK)S)S,7
S(S(S(SK))S)S,0,S(S(S(SK))S)S,7
S(S(SS)(KS))S,0,S(S(SS)(KS))S,7
S(SS(SKS))S,0,S(SS(SKS))S,7
S(SS(S(KS)))S,0,S(SS(S(KS)))S,7
S(S(SSKS))S,1,S(S(SS(KS)))S,7
S(S(S(SK)S))S,0,S(S(S(SK)S))S,7
S(S(SS(KS)))S,0,S(S(SS(KS)))S,7
S(S(S(SKS)))S,0,S(S(S(SKS)))S,7
S(S(S(S(KS))))S,0,S(S(S(S(KS))))S,7
S(SSSK)(SS),1,S(SK(SK))(SS),7
S(S(SS)K)(SS),0,S(S(SS)K)(SS),7
S(SS(SK))(SS),0,S(SS(SK))(SS),7
S(S(SSK))(SS),0,S(S(SSK))(SS),7
S(S(S(SK)))(SS),0,S(S(S(SK)))(SS),7
S(SS)S(K(SS)),3,S(S(K(SS)))(SS),7
S(SSS)(K(SS)),0,S(SSS)(K(SS)),7
S(S(SS))(K(SS)),0,S(S(SS))(K(SS)),7
S(SS)(S(KS)S),0,S(SS)(S(KS)S),7
S(SS)(SK(SS)),0,S(SS)(SK(SS)),7
S(SS)(S(K(SS))),0,S(SS)(S(K(SS))),7
SS(S(SKS)S),0,SS(S(SKS)S),7
SS(S(S(KS))S),0,SS(S(S(KS))S),7
SS(S(SK)(SS)),0,SS(S(SK)(SS)),7
SS(SS(K(SS))),0,SS(SS(K(SS))),7
SS(S(S(KS)S)),0,SS(S(S(KS)S)),7
SS(S(SK(SS))),0,SS(S(SK(SS))),7
SS(S(S(K(SS)))),0,SS(S(S(K(SS)))),7
S(SS(S(KS))S),1,S(SS(S(KS)S)),7
S(S(SSKS)S),1,S(S(SS(KS))S),7
S(S(S(SK)S)S),0,S(S(S(SK)S)S),7
S(S(SS(KS))S),0,S(S(SS(KS))S),7
S(S(S(SKS))S),0,S(S(S(SKS))S),7
S(S(S(S(KS)))S),0,S(S(S(S(KS)))S),7
S(S(SSK)(SS)),0,S(S(SSK)(SS)),7
S(S(S(SK))(SS)),0,S(S(S(SK))(SS)),7
S(S(SS)(K(SS))),0,S(S(SS)(K(SS))),7
S(SS(S(KS)S)),0,S(SS(S(KS)S)),7
S(SS(SK(SS))),0,S(SS(SK(SS))),7
S(SS(S(K(SS)))),0,S(SS(S(K(SS)))),7
S(S(S(SKS)S)),0,S(S(S(SKS)S)),7
S(S(S(S(KS))S)),0,S(S(S(S(KS))S)),7
S(S(S(SK)(SS))),0,S(S(S(SK)(SS))),7
S(S(SS(K(SS)))),0,S(S(SS(K(SS)))),7
S(S(S(S(KS)S))),0,S(S(S(S(KS)S))),7
S(S(S(SK(SS)))),0,S(S(S(SK(SS)))),7
S(S(S(S(K(SS))))),0,S(S(S(S(K(SS))))),7
SSS(S(KS))K,4,S(K(S(S(KS))K)),7
SS(S(SKS))K,1,SK(S(SKS)K),7
SS(S(S(KS)))K,1,SK(S(S(KS))K),7
S(SS(SK)S)K,1,S(SS(SKS))K,7
S(S(SSK)S)K,0,S(S(SSK)S)K,7
S(S(S(SK))S)K,0,S(S(S(SK))S)K,7
S(S(SS)(KS))K,0,S(S(SS)(KS))K,7
S(SS(SKS))K,0,S(SS(SKS))K,7
S(SS(S(KS)))K,0,S(SS(S(KS)))K,7
S(S(SSKS))K,1,S(S(SS(KS)))K,7
S(S(S(SK)S))K,0,S(S(S(SK)S))K,7
S(S(SS(KS)))K,0,S(S(SS(KS)))K,7
S(S(S(SKS)))K,0,S(S(S(SKS)))K,7
S(S(S(S(KS))))K,0,S(S(S(S(KS))))K,7
S(SSSK)(SK),1,S(SK(SK))(SK),7
S(S(SS)K)(SK),0,S(S(SS)K)(SK),7
S(SS(SK))(SK),0,S(SS(SK))(SK),7
S(S(SSK))(SK),0,S(S(SSK))(SK),7
S(S(S(SK)))(SK),0,S(S(S(SK)))(SK),7
S(SS)S(K(SK)),3,S(S(K(SK)))(SK),7
S(SSS)(K(SK)),0,S(SSS)(K(SK)),7
S(S(SS))(K(SK)),0,S(S(SS))(K(SK)),7
S(SS)(S(KS)K),0,S(SS)(S(KS)K),7
S(SS)(SK(SK)),0,S(SS)(SK(SK)),7
S(SS)(S(K(SK))),0,S(SS)(S(K(SK))),7
SS(S(SKS)K),0,SS(S(SKS)K),7
SS(S(S(KS))K),0,SS(S(S(KS))K),7
SS(S(SK)(SK)),0,SS(S(SK)(SK)),7
SS(SS(K(SK))),0,SS(SS(K(SK))),7
SS(S(S(KS)K)),0,SS(S(S(KS)K)),7
SS(S(SK(SK))),0,SS(S(SK(SK))),7
SS(S(S(K(SK)))),0,SS(S(S(K(SK)))),7
S(SS(S(KS))K),1,S(SK(S(KS)K)),7
S(S(SSKS)K),1,S(S(SS(KS))K),7
S(S(S(SK)S)K),0,S(S(S(SK)S)K),7
S(S(SS(KS))K),0,S(S(SS(KS))K),7
S(S(S(SKS))K),0,S(S(S(SKS))K),7
S(S(S(S(KS)))K),0,S(S(S(S(KS)))K),7
S(S(SSK)(SK)),0,S(S(SSK)(SK)),7
S(S(S(SK))(SK)),0,S(S(S(SK))(SK)),7
S(S(SS)(K(SK))),0,S(S(SS)(K(SK))),7
S(SS(S(KS)K)),0,S(SS(S(KS)K)),7
S(SS(SK(SK))),0,S(SS(SK(SK))),7
S(SS(S(K(SK)))),0,S(SS(S(K(SK)))),7
S(S(S(SKS)K)),0,S(S(S(SKS)K)),7
S(S(S(S(KS))K)),0,S(S(S(S(KS))K)),7
S(S(S(SK)(SK))),0,S(S(S(SK)(SK))),7
S(S(SS(K(SK)))),0,S(S(SS(K(SK)))),7
S(S(S(S(KS)K))),0,S(S(S(S(KS)K))),7
S(S(S(SK(SK)))),0,S(S(S(SK(SK)))),7
S(S(S(S(K(SK))))),0,S(S(S(S(K(SK))))),7
SSS(S(KK))S,4,K(S(S(S(KK))S)),7
SS(S(SKK))S,1,SS(S(SKK)S),7
SS(S(S(KK)))S,1,SS(S(S(KK))S),7
S(SS(SK)K)S,1,S(SK(SKK))S,7
S(S(SSK)K)S,0,S(S(SSK)K)S,7
S(S(S(SK))K)S,0,S(S(S(SK))K)S,7
S(S(SS)(KK))S,0,S(S(SS)(KK))S,7
S(SS(SKK))S,0,S(SS(SKK))S,7
S(SS(S(KK)))S,0,S(SS(S(KK)))S,7
S(S(SSKK))S,1,S(S(SK(KK)))S,7
S(S(S(SK)K))S,0,S(S(S(SK)K))S,7
S(S(SS(KK)))S,0,S(S(SS(KK)))S,7
S(S(S(SKK)))S,0,S(S(S(SKK)))S,7
S(S(S(S(KK))))S,0,S(S(S(S(KK))))S,7
S(SSS)K(KS),4,S(S(KS)(K(KS))),7
S(SSSK)(KS),1,S(SK(SK))(KS),7
S(S(SS)K)(KS),0,S(S(SS)K)(KS),7
S(SS(SK))(KS),0,S(SS(SK))(KS),7
S(S(SSK))(KS),0,S(S(SSK))(KS),7
S(S(S(SK)))(KS),0,S(S(S(SK)))(KS),7
S(SS)S(K(KS)),3,S(S(K(KS)))(KS),7
S(SSS)(K(KS)),0,S(SSS)(K(KS)),7
S(S(SS))(K(KS)),0,S(S(SS))(K(KS)),7
S(SS)(S(KK)S),0,S(SS)(S(KK)S),7
S(SS)(SK(KS)),0,S(SS)(SK(KS)),7
S(SS)(S(K(KS))),0,S(SS)(S(K(KS))),7
SS(S(SKK)S),0,SS(S(SKK)S),7
SS(S(S(KK))S),0,SS(S(S(KK))S),7
SS(S(SK)(KS)),0,SS(S(SK)(KS)),7
SS(SS(K(KS))),0,SS(SS(K(KS))),7
SS(S(S(KK)S)),0,SS(S(S(KK)S)),7
SS(S(SK(KS))),0,SS(S(SK(KS))),7
SS(S(S(K(KS)))),0,SS(S(S(K(KS)))),7
S(SS(S(KK))S),1,S(SS(S(KK)S)),7
S(S(SSKK)S),1,S(S(SK(KK))S),7
S(S(S(SK)K)S),0,S(S(S(SK)K)S),7
